Dataset,#TrainingRelease,%Training,%DefectiveTraining,%DefectiveTesting,Classifier,Balancing,FeatureSelection,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
bookkeeper,[1],2,98,3,17,3,12,Random Forest,No,No,0,0,186,6,NaN,0,1,0
bookkeeper,[1],2,98,3,17,3,12,Random Forest,Under Sampling,No,0,0,186,6,NaN,0,0,97,0
bookkeeper,[1],2,98,3,17,3,12,Random Forest,Over Sampling,No,0,0,186,6,NaN,0,1,0
bookkeeper,[1],2,98,3,17,3,12,Random Forest,SMOTE,No,0,0,186,6,NaN,0,1,0
bookkeeper,[1],2,98,3,17,3,12,Random Forest,No,Best First,0,0,186,6,NaN,0,0,83,0
bookkeeper,[1],2,98,3,17,3,12,Random Forest,Under Sampling,Best First,1,14,172,5,0,07,0,17,0,77,0,05
bookkeeper,[1],2,98,3,17,3,12,Random Forest,Over Sampling,Best First,0,0,186,6,NaN,0,0,84,0
bookkeeper,[1],2,98,3,17,3,12,Random Forest,SMOTE,Best First,0,0,186,6,NaN,0,0,89,0
bookkeeper,[1],2,98,3,17,3,12,Naive Bayes,No,No,2,0,186,4,1,0,33,0,94,0,49
bookkeeper,[1],2,98,3,17,3,12,Naive Bayes,Under Sampling,No,2,1,185,4,0,67,0,33,0,94,0,43
bookkeeper,[1],2,98,3,17,3,12,Naive Bayes,Over Sampling,No,2,0,186,4,1,0,33,0,98,0,49
bookkeeper,[1],2,98,3,17,3,12,Naive Bayes,SMOTE,No,2,0,186,4,1,0,33,0,94,0,49
bookkeeper,[1],2,98,3,17,3,12,Naive Bayes,No,Best First,1,0,186,5,1,0,17,0,84,0,28
bookkeeper,[1],2,98,3,17,3,12,Naive Bayes,Under Sampling,Best First,0,0,186,6,NaN,0,0,86,0
bookkeeper,[1],2,98,3,17,3,12,Naive Bayes,Over Sampling,Best First,2,2,184,4,0,5,0,33,0,84,0,38
bookkeeper,[1],2,98,3,17,3,12,Naive Bayes,SMOTE,Best First,0,0,186,6,NaN,0,0,84,0
bookkeeper,[1],2,98,3,17,3,12,IBk,No,No,2,0,186,4,1,0,33,0,71,0,49
bookkeeper,[1],2,98,3,17,3,12,IBk,Under Sampling,No,2,0,186,4,1,0,33,0,67,0,49
bookkeeper,[1],2,98,3,17,3,12,IBk,Over Sampling,No,2,0,186,4,1,0,33,0,7,0,49
bookkeeper,[1],2,98,3,17,3,12,IBk,SMOTE,No,3,0,186,3,1,0,5,0,78,0,66
bookkeeper,[1],2,98,3,17,3,12,IBk,No,Best First,0,0,186,6,NaN,0,0,54,0
bookkeeper,[1],2,98,3,17,3,12,IBk,Under Sampling,Best First,2,6,180,4,0,25,0,33,0,65,0,26
bookkeeper,[1],2,98,3,17,3,12,IBk,Over Sampling,Best First,0,0,186,6,NaN,0,0,59,0
bookkeeper,[1],2,98,3,17,3,12,IBk,SMOTE,Best First,0,0,186,6,NaN,0,0,54,0
bookkeeper,[1, 2],6,01,3,15,2,63,Random Forest,No,No,6,0,222,0,1,1,1,1
bookkeeper,[1, 2],6,01,3,15,2,63,Random Forest,Under Sampling,No,6,21,201,0,0,22,1,1,0,34
bookkeeper,[1, 2],6,01,3,15,2,63,Random Forest,Over Sampling,No,6,6,216,0,0,5,1,1,0,65
bookkeeper,[1, 2],6,01,3,15,2,63,Random Forest,SMOTE,No,6,0,222,0,1,1,1,1
bookkeeper,[1, 2],6,01,3,15,2,63,Random Forest,No,Best First,4,7,215,2,0,36,0,67,0,98,0,45
bookkeeper,[1, 2],6,01,3,15,2,63,Random Forest,Under Sampling,Best First,6,49,173,0,0,11,1,0,95,0,16
bookkeeper,[1, 2],6,01,3,15,2,63,Random Forest,Over Sampling,Best First,6,10,212,0,0,38,1,0,99,0,53
bookkeeper,[1, 2],6,01,3,15,2,63,Random Forest,SMOTE,Best First,4,11,211,2,0,27,0,67,0,97,0,36
bookkeeper,[1, 2],6,01,3,15,2,63,Naive Bayes,No,No,5,6,216,1,0,45,0,83,0,98,0,57
bookkeeper,[1, 2],6,01,3,15,2,63,Naive Bayes,Under Sampling,No,2,1,221,4,0,67,0,33,0,98,0,43
bookkeeper,[1, 2],6,01,3,15,2,63,Naive Bayes,Over Sampling,No,5,5,217,1,0,5,0,83,0,99,0,61
bookkeeper,[1, 2],6,01,3,15,2,63,Naive Bayes,SMOTE,No,5,6,216,1,0,45,0,83,0,98,0,57
bookkeeper,[1, 2],6,01,3,15,2,63,Naive Bayes,No,Best First,2,6,216,4,0,25,0,33,0,88,0,26
bookkeeper,[1, 2],6,01,3,15,2,63,Naive Bayes,Under Sampling,Best First,5,27,195,1,0,16,0,83,0,89,0,23
bookkeeper,[1, 2],6,01,3,15,2,63,Naive Bayes,Over Sampling,Best First,5,20,202,1,0,2,0,83,0,87,0,29
bookkeeper,[1, 2],6,01,3,15,2,63,Naive Bayes,SMOTE,Best First,2,7,215,4,0,22,0,33,0,88,0,24
bookkeeper,[1, 2],6,01,3,15,2,63,IBk,No,No,6,0,222,0,1,1,1,1
bookkeeper,[1, 2],6,01,3,15,2,63,IBk,Under Sampling,No,6,111,111,0,0,05,1,0,75,0,05
bookkeeper,[1, 2],6,01,3,15,2,63,IBk,Over Sampling,No,6,3,219,0,0,67,1,1,0,79
bookkeeper,[1, 2],6,01,3,15,2,63,IBk,SMOTE,No,6,0,222,0,1,1,1,1
bookkeeper,[1, 2],6,01,3,15,2,63,IBk,No,Best First,3,2,220,3,0,6,0,5,0,8,0,53
bookkeeper,[1, 2],6,01,3,15,2,63,IBk,Under Sampling,Best First,6,97,125,0,0,06,1,0,78,0,06
bookkeeper,[1, 2],6,01,3,15,2,63,IBk,Over Sampling,Best First,3,10,212,3,0,23,0,5,0,77,0,29
bookkeeper,[1, 2],6,01,3,15,2,63,IBk,SMOTE,Best First,5,10,212,1,0,33,0,83,0,91,0,46
bookkeeper,[1, 2, 3],9,61,2,96,2,63,Random Forest,No,No,6,0,222,0,1,1,1,1
bookkeeper,[1, 2, 3],9,61,2,96,2,63,Random Forest,Under Sampling,No,6,15,207,0,0,29,1,1,0,42
