Release;Filename;LOC;NR;nAuth;locTouched;locAdded;max_locAdded;avg_locAdded;churn;max_churn;avg_churn;chgSetSize;max_chgSetSize;avg_chgSetSize;Buggy
2;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java;322;1;1;78;42;42;28.0;6;6;28.0;0;0;0.0;N
2;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java;76;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ClientChannelPipelineFactory.java;49;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java;115;1;1;8;7;7;5.0;6;6;5.0;0;0;0.0;N
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java;323;1;1;16;5;5;5.0;-6;-5;5.0;0;0;0.0;Y
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java;222;1;1;13;12;12;5.0;11;11;5.0;0;0;0.0;Y
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java;628;4;4;144;120;120;41.0;96;96;41.0;144;144;43.0;Y
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/ResponseHandler.java;333;1;1;2;1;1;1.0;0;0;1.0;0;0;0.0;N
2;hedwig-client/src/main/java/org/apache/hedwig/client/netty/WriteCallback.java;91;1;1;6;5;5;3.0;4;4;3.0;0;0;0.0;N
2;hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java;35;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java;54;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java;55;1;1;9;9;9;9.0;9;9;9.0;0;0;0.0;N
2;hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java;42;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java;156;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java;43;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-client/src/main/java/org/apache/hedwig/util/Either.java;41;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java;78;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java;124;1;1;5;5;5;5.0;5;5;5.0;0;0;0.0;N
2;hedwig-client/src/main/java/org/apache/hedwig/util/Option.java;35;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java;35;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java;50;1;1;6;3;3;2.0;0;0;2.0;0;0;0.0;N
2;hedwig-client/src/test/java/org/apache/hedwig/client/AppTest.java;47;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-client/src/test/java/org/apache/hedwig/util/TestFileUtils.java;35;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-client/src/test/java/org/apache/hedwig/util/TestHedwigSocketAddress.java;90;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java;46;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java;141;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;Y
2;hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java;6521;1;1;12852;6504;6504;532.0;156;156;532.0;0;0;0.0;Y
2;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java;123;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java;37;1;1;2;1;1;1.0;0;0;1.0;0;0;0.0;N
2;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java;35;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java;370;3;3;414;407;407;401.0;400;400;401.0;100;100;26.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java;380;2;2;431;428;428;425.0;425;425;425.0;37;37;7.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java;924;2;2;1073;1057;1057;1036.0;1041;1041;1036.0;37;37;7.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java;82;1;1;92;92;92;92.0;92;92;92.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java;346;2;2;359;357;357;357.0;355;357;357.0;37;37;7.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java;79;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java;84;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java;70;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java;87;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java;37;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java;255;2;2;14;12;12;8.0;10;10;8.0;40;40;7.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java;28;1;1;2;1;1;1.0;0;0;1.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java;94;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java;30;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java;69;1;1;4;4;4;4.0;4;4;4.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java;23;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java;23;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java;31;2;2;7;7;7;6.0;7;7;6.0;37;37;6.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java;464;2;2;14;11;11;6.0;8;8;6.0;37;37;9.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java;57;1;1;3;3;3;2.0;3;3;2.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java;26;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java;61;1;1;8;8;8;4.0;8;8;4.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java;33;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java;41;2;2;53;52;52;52.0;51;51;52.0;37;37;9.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java;27;1;1;31;31;31;31.0;31;31;31.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java;67;1;1;9;9;9;5.0;9;9;5.0;0;0;0.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java;146;1;1;14;14;14;8.0;14;14;8.0;0;0;0.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java;72;1;1;11;10;10;6.0;9;9;6.0;0;0;0.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java;34;1;1;37;37;37;37.0;37;37;37.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java;24;1;1;27;27;27;27.0;27;27;27.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java;38;1;1;48;48;48;48.0;48;48;48.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java;380;3;3;107;79;79;46.0;51;51;46.0;112;112;30.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java;62;1;1;77;77;77;77.0;77;77;77.0;0;0;0.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java;52;1;1;63;63;63;63.0;63;63;63.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java;67;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java;159;2;2;195;193;193;191.0;191;191;191.0;37;37;9.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java;140;1;1;1;1;1;1.0;1;1;1.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java;772;3;3;245;207;207;122.0;169;169;122.0;134;134;53.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java;64;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java;78;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java;21;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java;408;2;2;70;62;62;39.0;54;54;39.0;37;37;8.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java;49;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java;50;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java;85;1;1;3;3;3;3.0;3;3;3.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java;26;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java;67;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java;618;3;3;46;43;43;27.0;40;40;27.0;112;112;41.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java;53;1;1;64;64;64;64.0;64;64;64.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java;39;1;1;45;45;45;45.0;45;45;45.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java;55;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java;32;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java;56;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java;98;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java;147;2;2;30;21;21;13.0;12;16;13.0;37;37;13.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java;30;1;1;4;2;2;2.0;0;0;2.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java;49;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java;52;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java;110;1;1;6;4;4;3.0;2;4;3.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java;63;1;1;2;1;1;1.0;0;0;1.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java;72;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java;61;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java;42;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java;52;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java;76;1;1;20;18;18;7.0;16;16;7.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java;333;3;3;334;253;253;190.0;172;215;190.0;93;93;19.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java;44;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java;530;4;4;210;185;185;124.0;160;160;124.0;242;242;97.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java;33;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java;66;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java;74;1;1;27;24;24;13.0;21;21;13.0;0;0;0.0;Y
2;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MessageFilter.java;28;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java;52;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java;100;1;1;4;4;4;4.0;4;4;4.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/TrueFilter.java;28;1;1;2;1;1;1.0;0;0;1.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/ZkSubscriptionManager.java;195;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java;172;1;1;4;4;4;4.0;4;4;4.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java;73;1;1;5;5;5;5.0;5;5;5.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java;24;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java;48;1;1;5;5;5;5.0;5;5;5.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java;389;2;2;19;18;18;13.0;17;17;13.0;37;37;6.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java;79;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java;30;1;1;2;1;1;1.0;0;0;1.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java;84;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java;66;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java;51;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java;42;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java;47;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java;205;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;Y
2;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java;131;3;3;42;31;31;23.0;20;23;23.0;85;85;16.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java;223;2;2;69;49;49;31.0;29;29;31.0;37;37;6.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java;53;1;1;1;1;1;1.0;1;1;1.0;0;0;0.0;Y
2;hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java;107;1;1;1;1;1;1.0;1;1;1.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java;61;2;2;9;9;9;7.0;9;9;7.0;37;37;6.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java;90;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java;137;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java;665;3;3;77;55;55;20.0;33;33;20.0;93;93;25.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java;237;1;1;172;172;172;50.0;172;172;50.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java;222;1;1;3;2;2;2.0;1;1;2.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java;139;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java;208;3;3;129;101;101;53.0;73;73;53.0;138;138;57.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java;197;1;1;241;241;241;241.0;241;241;241.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java;102;1;1;12;12;12;12.0;12;12;12.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java;39;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java;63;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java;115;1;1;12;11;11;6.0;10;10;6.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestDeadlock.java;241;1;1;272;272;272;272.0;272;272;272.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java;44;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java;244;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java;46;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java;219;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java;45;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java;215;1;1;246;246;246;246.0;246;246;246.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestZkSubscriptionManager.java;173;3;3;12;9;9;5.0;6;6;5.0;21;21;9.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java;54;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java;191;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java;261;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java;37;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
2;hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java;78;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
3;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java;191;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
3;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java;247;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
3;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java;399;2;2;29;20;20;10.0;11;11;10.0;141;141;46.0;N
3;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java;121;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
3;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java;320;2;2;82;30;30;11.0;-22;-1;11.0;142;142;71.0;N
3;bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java;147;3;3;103;26;26;14.0;-51;4;14.0;127;127;24.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java;1131;19;19;868;696;696;334.0;524;524;334.0;1940;1940;697.0;Y
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieBean.java;41;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java;131;1;1;6;5;5;5.0;4;4;5.0;0;0;0.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieMXBean.java;28;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java;827;5;5;962;945;945;772.0;928;928;772.0;529;529;193.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java;170;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java;237;3;3;138;101;101;57.0;64;64;57.0;176;176;54.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java;508;6;6;168;123;123;59.0;78;78;59.0;435;435;131.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java;38;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java;326;3;3;112;109;109;40.0;106;106;40.0;147;147;31.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java;352;3;3;35;25;25;15.0;15;15;15.0;217;217;90.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java;46;1;1;51;51;51;51.0;51;51;51.0;0;0;0.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java;509;9;9;200;134;134;43.0;68;68;43.0;1125;1125;453.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java;28;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java;59;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java;160;8;8;81;41;41;22.0;1;20;22.0;555;555;173.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java;534;7;7;59;33;33;18.0;7;7;18.0;781;781;293.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java;132;1;1;4;2;2;2.0;0;0;2.0;0;0;0.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java;41;1;1;4;4;4;4.0;4;4;4.0;0;0;0.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheBean.java;24;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java;855;9;9;274;207;207;94.0;140;144;94.0;634;634;190.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheMXBean.java;51;0;0;0;0;0;0.0;0;0;0.0;0;0;0.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java;53;1;1;4;2;2;2.0;0;0;2.0;0;0;0.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java;73;1;1;9;4;4;2.0;-1;-1;2.0;0;0;0.0;N
3;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java;47;1;1;2;1;1;1.0;0;0;1.0;0;0;0.0;N
